t,PacPV,Pbat,PacGrid,PacHome,IBat,TBat,VBat,SoC,SoH,FreqIn,FreqOut,nCicli
2025-04-11 01:44:00,0.0,0.0,4764.63,0.0,0.0,23.3,53.2,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:45:00,0.0,0.0,4694.47,0.0,0.0,23.3,53.19,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:46:00,11.6552,0.0,4764.14,0.0,0.0,23.3,53.18,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:47:00,19.1579,0.0,4751.88,0.0,0.0,23.3,53.16,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:48:00,0.0,0.0,4738.31,0.0,0.0,23.3,53.15,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:49:00,0.0,0.0,4734.26,0.0,0.0,23.3,53.14,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:50:00,6.27586,0.0,4732.98,0.0,0.0,23.3,53.13,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:51:00,25.1034,0.0,4748.55,0.0,0.0,23.3,53.11,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:52:00,0.0,0.0,4755.02,0.0,0.0,23.3,53.1,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:53:00,0.0,0.0,4765.45,0.0,0.0,23.3,53.1,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:54:00,0.912281,0.0,4756.54,0.0,0.0,23.3,53.09,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:55:00,26.0,0.0,4756.36,0.0,0.0,23.3,53.08,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:56:00,4.5614,0.0,4778.95,0.0,0.0,23.3,53.08,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:57:00,0.0,0.0,4782.91,0.0,0.0,23.3,53.08,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:58:00,0.0,0.0,4712.72,0.0,0.0,23.3,53.1,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:59:00,21.4386,0.0,4742.86,0.0,0.0,23.3,53.12,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:00:00,9.86207,0.0,4721.74,0.0,0.0,23.2,53.15,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:01:00,0.0,0.0,4705.3,0.0,0.0,23.2,53.18,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:02:00,0.0,0.0,4656.28,0.0,0.0,23.2,53.22,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:03:00,16.1379,0.0,4695.69,0.0,0.0,23.2,53.23,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:04:00,15.5088,0.0,4647.44,0.0,0.0,23.2,53.24,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:05:00,0.0,0.0,4648.9,0.0,0.0,23.2,53.26,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:06:00,0.0,0.0,4599.43,0.0,0.0,23.2,53.28,100.0,99.0,0.0,0.0,481.0
